fecha,hora,pais,categoria_sicu,descripcion,localizacion,lat,lon,fuente
2025-11-30,20:46:46,Mali,Otros,"El Primer Ministro, General de División Abdoulaye MAIGA, presidió el lunes 16 de diciembre de 2024 la ceremonia solemne de condecoración de varios trabajadores de su Gabinete y de los Servicios de la Primatura.",Koulikoro,12.867,-7.559,WEB https://sgg-mali.ml/
2025-11-30,20:46:46,Mali,Otros,sgg-mali.ml : Secretaría General del Gobierno de Malí - Comunicados del Consejo de Ministros REPÚBLICA DEL MALI SGG - DÍANAL OFICIAL La Secretaría General del Gobierno tiene la misión de redactar el comunicado del Consejo de Ministros. También puede encontrar estos comunicados en el sitio web de la Primatura de Malí .,,,,WEB https://sgg-mali.ml/fr/journal-officiel/communiques-du-conseil-des-ministres.html
2025-11-30,20:46:46,Mali,Otros,Mali- Sécurité Aidez-nous à améliorer encore notre service en répondant à notre enquête.  [Enlace: https://app.acce-o.fr/client/service-france-consulaire] [Enlace: https://teletech.fr/webrtcbtn?consulat=bamako],Bamako,12.639,-8.002,WEB https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/mali/
2025-11-30,20:52:30,Mali,Otros,"maliweb.net - Actualités au Mali en temps réel et info en direct Circonscription de Djenné : Une frappe ciblée contre des éléments terroristes Forêt de Ouessebougou : Une base terroriste détruite par les FAMa Dans cet épisode de L'Afrique en marche, Fousseynou Ouattara, Vice-président de la commission de sécurité et défense à l...",Djenné,13.906,-4.553,WEB https://www.maliweb.net/
2025-11-30,20:52:35,Mali,Otros,"WhatsApp - Studio Tamani - Noticias, debates, revistas: todas las noticias de Malí, en 5 idiomas Escucha los programas de Studio Tamani, en la aplicación WhatsApp Recibe noticias de Malí todos los días en Bambara, Sonrhai, Peulh, Tamasheq y Francés en tu teléfono a través de la aplicación WhatsApp. Para ello, simplemente haz clic en el botón que lleva la mención ""WHATSAPP"" y sigue las instrucciones para registrarse de forma gratuita.",,,,WEB https://www.studiotamani.org/
2025-11-30,20:52:36,Mali,Otros,"L'actualité économique et politique en Afrique et au Maghreb en direct - RFI Guinée-Bissau: la Ligue des droits humains demande la libération des opposants et la fermeté de la Cédéao Guinée: début de campagne plutôt terne pour la présidentielle du 28 décembre Le géant des centres d’appels Intelcia redevient marocain en rachetant les parts d’Altice, la maison mère de SFR Côte d'Ivoire: le parti de l'ex-président Gbagbo lance l'initiative pour la «libération des prisonniers d'opinion» Sénégal: un jeune homme arrêté pour avoir déchiré une photo du président et l'avoir publiée sur les réseaux s...",San,13.300,-4.900,WEB https://www.rfi.fr/fr/afrique/
2025-11-30,20:52:36,Mali,Terrorismo,"Le Monde Afri - Noticias, videos e infos en vivo En Londres, las granjas de caracoles sirven para eludir el fisc Apple dirigido en Francia por una acción de grupo de usuarios en el stream musical Materias primeras materias primas: la lango ostra quiere volver a flotar Arthur Schchoonderwoerd, pianista : la Europa, su música y sus músicos corren el riesgo de perder la diversidad y la riqueza de sus directorios de los terroristas de los días 13 y noviembre hasta el día de la noche en San Denis ¿Cómo se han instalado los contenidos odiosos en los podcastos más escuchados de Francia L-Ucras Ucr...",San,13.300,-4.900,WEB https://www.lemonde.fr/afrique/
2025-11-30,20:52:37,Mali,Otros,Derechos de autor 2025 La prensa asociada. Todos los derechos reservados.,San,13.300,-4.900,WEB https://apnews.com/hub/mali
2025-11-30,20:52:40,Mali,Otros,El Presidente GOÍTATA ofrece un bus a la ciudad de Koulikoro FAMA : La 47a promoción de la Federación de la Federación de la Presidencia de la República de Mal Malí Visitar el sitio oficial de las obras sociales del Presidente de la Transición El Presidente GOITA ofrece un bus a la ciudad de Koulikoro Fama: La 47a promoción de la Federación de la Federación de la Federación de la Empresa Empresarial de la República de Mal Malí en el Cairo 1 de la Feria Internacional de la Empresa Empresarial en Bamako : El General Assimi GOïTA recibe una delegación ministerial de la Federación de la Federac...,Bamako,12.639,-8.002,WEB https://koulouba.ml/
2025-11-30,20:52:40,Mali,Otros,"El Primer Ministro, General de División Abdoulaye MAIGA, presidió el lunes 16 de diciembre de 2024 la ceremonia solemne de condecoración de varios trabajadores de su Gabinete y de los Servicios de la Primatura.",Koulikoro,12.867,-7.559,WEB https://sgg-mali.ml/
2025-11-30,20:52:41,Mali,Otros,sgg-mali.ml : Secretaría General del Gobierno de Malí - Comunicados del Consejo de Ministros REPÚBLICA DEL MALI SGG - DÍANAL OFICIAL La Secretaría General del Gobierno tiene la misión de redactar el comunicado del Consejo de Ministros. También puede encontrar estos comunicados en el sitio web de la Primatura de Malí .,,,,WEB https://sgg-mali.ml/fr/journal-officiel/communiques-du-conseil-des-ministres.html
2025-11-30,20:52:42,Mali,Otros,Mali- Sécurité Aidez-nous à améliorer encore notre service en répondant à notre enquête.  [Enlace: https://app.acce-o.fr/client/service-france-consulaire] [Enlace: https://teletech.fr/webrtcbtn?consulat=bamako],Bamako,12.639,-8.002,WEB https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/mali/
2025-11-30,20:58:31,Mali,Otros,"maliweb.net - Actualités au Mali en temps réel et info en direct Circonscription de Djenné : Une frappe ciblée contre des éléments terroristes Forêt de Ouessebougou : Une base terroriste détruite par les FAMa Dans cet épisode de L'Afrique en marche, Fousseynou Ouattara, Vice-président de la commission de sécurité et défense à l...",Djenné,13.906,-4.553,WEB https://www.maliweb.net/
2025-11-30,20:58:32,Mali,Otros,: una conferencia bajo fuerte presión de seguridad en Koulikoro Renovación renovación del contrato social: un día para revisar los valores fundadores de Mali AFG Bank Mali inaugura una nueva agencia en Titibuugugou Administración penitenciar: una conferencia bajo fuerte presión de seguridad en Koulikoro Renova del contrato social: un día para revisar los valores fundadores de Malí AFG Bank Mali inaugura una nueva agencia en Titibibuugugugou Administración penitenciaria: una conferencia bajo fuerte presión de seguridad en Koulikoro Financiación humanitaria: Malí frente a una disminución hist...,Koulikoro,12.867,-7.559,WEB https://www.journaldumali.com/
2025-11-30,20:58:32,Mali,Otros,"WhatsApp - Studio Tamani - Noticias, debates, revistas: todas las noticias de Malí, en 5 idiomas Escucha los programas de Studio Tamani, en la aplicación WhatsApp Recibe noticias de Malí todos los días en Bambara, Sonrhai, Peulh, Tamasheq y Francés en tu teléfono a través de la aplicación WhatsApp. Para ello, simplemente haz clic en el botón que lleva la mención ""WHATSAPP"" y sigue las instrucciones para registrarse de forma gratuita.",,,,WEB https://www.studiotamani.org/
2025-11-30,20:58:33,Mali,Otros,"L'actualité économique et politique en Afrique et au Maghreb en direct - RFI Guinée-Bissau: la Ligue des droits humains demande la libération des opposants et la fermeté de la Cédéao Guinée: début de campagne plutôt terne pour la présidentielle du 28 décembre Le géant des centres d’appels Intelcia redevient marocain en rachetant les parts d’Altice, la maison mère de SFR Côte d'Ivoire: le parti de l'ex-président Gbagbo lance l'initiative pour la «libération des prisonniers d'opinion» Sénégal: un jeune homme arrêté pour avoir déchiré une photo du président et l'avoir publiée sur les réseaux s...",San,13.300,-4.900,WEB https://www.rfi.fr/fr/afrique/
2025-11-30,20:58:33,Mali,Terrorismo,"Le Monde Afri - Noticias, videos e infos en vivo En Londres, las granjas de caracoles sirven para eludir el fisc Apple dirigido en Francia por una acción de grupo de usuarios en el stream musical Materias Primeras materias primas: la ostra quiere volver a flotar Arthur Schchoonderwoerd, pianista : la música, la música y los músicos corren el riesgo de perder la diversidad y la riqueza de sus directorios de los la Incendio mortífero en Hong Kong: un video muestra la rápida evolución del fuego en el complejo residencial El relato en vídeo de la persecución de los terroristas del 13-No noviemb...",Diré,16.283,-3.417,WEB https://www.lemonde.fr/afrique/
2025-11-30,20:58:33,Mali,Otros,Derechos de autor 2025 La prensa asociada. Todos los derechos reservados.,San,13.300,-4.900,WEB https://apnews.com/hub/mali
2025-11-30,20:58:37,Mali,Otros,El Presidente GOÍTATA ofrece un bus a la ciudad de Koulikoro FAMA : La 47a promoción de la Federación de la Federación de la Presidencia de la República de Mal Malí Visitar el sitio oficial de las obras sociales del Presidente de la Transición El Presidente GOITA ofrece un bus a la ciudad de Koulikoro Fama: La 47a promoción de la Federación de la Federación de la Federación de la Empresa Empresarial de la República de Mal Malí en el Cairo 1 de la Feria Internacional de la Empresa Empresarial en Bamako : El General Assimi GOïTA recibe una delegación ministerial de la Federación de la Federac...,Bamako,12.639,-8.002,WEB https://koulouba.ml/
2025-11-30,20:58:37,Mali,Otros,"El Primer Ministro, General de División Abdoulaye MAIGA, presidió el lunes 16 de diciembre de 2024 la ceremonia solemne de condecoración de varios trabajadores de su Gabinete y de los Servicios de la Primatura.",Koulikoro,12.867,-7.559,WEB https://sgg-mali.ml/
2025-11-30,20:58:38,Mali,Otros,sgg-mali.ml : Secretaría General del Gobierno de Malí - Comunicados del Consejo de Ministros REPÚBLICA DEL MALI SGG - DÍANAL OFICIAL La Secretaría General del Gobierno tiene la misión de redactar el comunicado del Consejo de Ministros. También puede encontrar estos comunicados en el sitio web de la Primatura de Malí .,,,,WEB https://sgg-mali.ml/fr/journal-officiel/communiques-du-conseil-des-ministres.html
2025-11-30,20:58:40,Mali,Otros,Mali- Sécurité Aidez-nous à améliorer encore notre service en répondant à notre enquête.  [Enlace: https://app.acce-o.fr/client/service-france-consulaire] [Enlace: https://teletech.fr/webrtcbtn?consulat=bamako],Bamako,12.639,-8.002,WEB https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/mali/
